scene,frame,frame_idx,original_path,cleaned_path,ego_x,ego_y,ego_z,ego_yaw,num_points_original,num_points_cleaned,points_removed_pct,ground_z_min,ground_z_max,ground_z_mean,hag_min,hag_max,hag_mean,x_min,x_max,y_min,y_max,z_min,z_max,threshold_m,tile_size_m,Antenna_original,Antenna_cleaned,Cable_original,Cable_cleaned,Electric Pole_original,Electric Pole_cleaned,Wind Turbine_original,Wind Turbine_cleaned,noise_original,noise_cleaned
scene_4,frame_043,43,/content/hackathon/processed/scene_4/frame_043.npz,/content/hackathon/cleaned/scene_4/frame_043.npz,-38779.40234375,-129023.5078125,15066.041015625,-3.5278358459472656,347291,111182,67.99,-15.34766960144043,89.38729095458984,-7.3902605465922635,5.000006675720215,64.48409271240234,9.785733181177141,15.596541404724121,224.4828643798828,-70.60076141357422,127.51467895507812,-9.668013572692871,101.19652557373047,5.0,5.0,3818,2696,0,0,0,0,0,0,343473,108486
scene_4,frame_044,44,/content/hackathon/processed/scene_4/frame_044.npz,/content/hackathon/cleaned/scene_4/frame_044.npz,-28871.912109375,-106122.2734375,10543.6220703125,26.542177200317383,408301,150958,63.03,-19.01280975341797,98.71666717529297,-4.171765619821836,5.000018119812012,29.248741149902344,9.777423657786104,14.171540260314941,237.75868225097656,-181.9980010986328,155.28965759277344,-11.988258361816406,111.13343811035156,5.0,5.0,1962,1462,0,0,0,0,0,0,406339,149496
scene_4,frame_045,45,/content/hackathon/processed/scene_4/frame_045.npz,/content/hackathon/cleaned/scene_4/frame_045.npz,-28389.34375,-146037.828125,22203.583984375,56.80080032348633,113571,23307,79.48,-124.00358581542969,80.94338989257812,-34.701723634048896,5.000131607055664,155.82491302490234,26.059982561628004,27.935346603393555,274.4134521484375,-196.80540466308594,92.36802673339844,-109.76236724853516,90.58412170410156,5.0,5.0,8792,6999,0,0,0,0,0,0,104779,16308
scene_4,frame_046,46,/content/hackathon/processed/scene_4/frame_046.npz,/content/hackathon/cleaned/scene_4/frame_046.npz,-26097.025390625,-140716.0,20028.509765625,52.45390701293945,148756,28097,81.11,-113.90924072265625,34.27958679199219,-55.37011134954934,5.0000176429748535,122.67900085449219,29.10639077969338,106.95917510986328,281.965087890625,-159.24169921875,196.53346252441406,-107.02108001708984,65.19325256347656,5.0,5.0,14107,10989,0,0,0,0,0,0,134649,17108
scene_4,frame_047,47,/content/hackathon/processed/scene_4/frame_047.npz,/content/hackathon/cleaned/scene_4/frame_047.npz,-23195.376953125,-99926.09375,14019.2880859375,-38.205116271972656,305124,81164,73.4,-55.69349670410156,71.19969177246094,-15.139123947260856,5.0000224113464355,86.82855033874512,9.726019432353471,14.840594291687012,287.68084716796875,-96.32832336425781,203.01573181152344,-45.956993103027344,101.05079650878906,5.0,5.0,2591,2116,0,0,0,0,0,0,302533,79048
scene_4,frame_048,48,/content/hackathon/processed/scene_4/frame_048.npz,/content/hackathon/cleaned/scene_4/frame_048.npz,-21091.43359375,-122909.296875,12180.294921875,33.364532470703125,367672,83371,77.32,-31.298587799072266,88.6930160522461,-11.57478154409,5.0003204345703125,48.37547302246094,10.774388946229186,52.762657165527344,244.66392517089844,-191.63629150390625,73.0888442993164,-26.28972053527832,107.82474517822266,5.0,5.0,2250,1848,0,0,0,0,0,0,365422,81523
scene_4,frame_049,49,/content/hackathon/processed/scene_4/frame_049.npz,/content/hackathon/cleaned/scene_4/frame_049.npz,-15470.7802734375,-98401.6796875,17024.078125,-17.223058700561523,325279,19049,94.14,-32.80582046508789,38.24420166015625,-8.921929876927726,5.001662254333496,63.15671348571777,17.272726601925765,31.88538360595703,274.5140686035156,-50.3616828918457,147.75563049316406,-13.552244186401367,74.48017120361328,5.0,5.0,19863,17864,0,0,0,0,0,0,305416,1185
scene_4,frame_050,50,/content/hackathon/processed/scene_4/frame_050.npz,/content/hackathon/cleaned/scene_4/frame_050.npz,-8631.734375,-106766.453125,16644.5625,67.83180236816406,365413,10643,97.09,-10.154644012451172,47.265655517578125,-3.8030689013770607,5.000343084335327,35.050785064697266,17.412728386737122,22.03173828125,102.75252532958984,-78.04524230957031,71.47467803955078,-5.146584987640381,55.68177795410156,5.0,5.0,11680,9059,0,0,0,0,0,0,353733,1584
scene_4,frame_051,51,/content/hackathon/processed/scene_4/frame_051.npz,/content/hackathon/cleaned/scene_4/frame_051.npz,-4769.95703125,-115732.7734375,19418.4921875,-24.208993911743164,240478,29837,87.59,-71.39459991455078,33.44430160522461,-23.639787262977475,5.000020503997803,64.65550422668457,10.285646056661426,29.68008041381836,299.8284912109375,-103.2484359741211,201.10975646972656,-64.77244567871094,50.922645568847656,5.0,5.0,4477,3849,0,0,0,0,0,0,236001,25988
scene_4,frame_052,52,/content/hackathon/processed/scene_4/frame_052.npz,/content/hackathon/cleaned/scene_4/frame_052.npz,-4113.3994140625,-110811.015625,19341.630859375,-64.27005767822266,214347,17185,91.98,-92.68292999267578,25.72111701965332,-25.64608295451431,5.000099182128906,54.983558893203735,11.413733975026634,-125.28289794921875,299.0536193847656,-174.3991241455078,205.86679077148438,-86.48682403564453,51.607322692871094,5.0,5.0,4697,2779,0,0,0,0,0,0,209650,14406
scene_4,frame_053,53,/content/hackathon/processed/scene_4/frame_053.npz,/content/hackathon/cleaned/scene_4/frame_053.npz,-3890.541259765625,-104257.6875,19693.537109375,130.0491180419922,181492,32517,82.08,-95.69288635253906,40.661865234375,-26.897739158999578,5.000833511352539,90.43742942810059,20.67520544329067,35.27100372314453,293.7708435058594,-150.88644409179688,196.20606994628906,-80.6249008178711,60.80281066894531,5.0,5.0,20573,17862,0,0,0,0,0,0,160919,14655
scene_4,frame_054,54,/content/hackathon/processed/scene_4/frame_054.npz,/content/hackathon/cleaned/scene_4/frame_054.npz,-2815.283447265625,-133496.90625,13345.189453125,98.4881820678711,314159,49584,84.22,-48.25092697143555,74.23698425292969,-8.971732681605776,5.000044584274292,54.24485385417938,9.415416499458958,15.56604290008545,258.2171630859375,-154.0946044921875,70.05013275146484,-38.95269775390625,97.6906509399414,5.0,5.0,999,780,0,0,0,0,0,0,313160,48804
scene_4,frame_055,55,/content/hackathon/processed/scene_4/frame_055.npz,/content/hackathon/cleaned/scene_4/frame_055.npz,-2037.9910888671875,-146274.5,12106.3193359375,57.05132293701172,390079,93792,75.96,-23.731338500976562,107.44915008544922,-4.180355506980821,5.000040531158447,60.28595733642578,9.119181201679062,25.223081588745117,257.6315612792969,-183.7830047607422,143.21038818359375,-18.17447853088379,115.4493179321289,5.0,5.0,936,679,0,0,0,0,0,0,389143,93113
scene_4,frame_056,56,/content/hackathon/processed/scene_4/frame_056.npz,/content/hackathon/cleaned/scene_4/frame_056.npz,1209.63134765625,-72199.1328125,19566.859375,-152.65318298339844,259398,46705,81.99,-48.68815994262695,20.885183334350586,-26.86536068473356,5.000280380249023,86.87661266326904,19.226032795607882,35.155826568603516,259.24273681640625,-177.98904418945312,126.87069702148438,-35.042579650878906,78.41967010498047,5.0,5.0,22294,18864,0,0,0,0,0,0,237104,27841
scene_4,frame_057,57,/content/hackathon/processed/scene_4/frame_057.npz,/content/hackathon/cleaned/scene_4/frame_057.npz,6226.79541015625,-75412.2421875,18251.671875,-116.02009582519531,263365,42769,83.76,-46.43779373168945,40.12794494628906,-29.244361197190145,5.000555038452148,82.81962776184082,10.315340308181549,40.993438720703125,290.1727600097656,-196.66018676757812,151.906982421875,-36.10750198364258,89.22876739501953,5.0,5.0,1437,1221,0,0,0,0,0,0,261928,41548
scene_4,frame_058,58,/content/hackathon/processed/scene_4/frame_058.npz,/content/hackathon/cleaned/scene_4/frame_058.npz,10243.6376953125,-18857.5625,14240.892578125,77.18924713134766,203356,36606,82.0,-85.08955383300781,14.651534080505371,-44.73869945476178,5.000431060791016,47.46699810028076,10.860077164134855,67.2569351196289,292.68414306640625,-197.97720336914062,150.93832397460938,-79.02845764160156,19.301185607910156,5.0,5.0,0,0,724,386,3715,2415,0,0,198917,33805
scene_4,frame_059,59,/content/hackathon/processed/scene_4/frame_059.npz,/content/hackathon/cleaned/scene_4/frame_059.npz,11066.6044921875,-9229.08984375,10131.951171875,33.625274658203125,356441,46477,86.96,-29.554712295532227,56.3892822265625,-6.142467599484499,5.00016975402832,19.17086124420166,9.619967383194245,27.536535263061523,222.1831512451172,-195.3301239013672,100.37360382080078,-23.954565048217773,57.997589111328125,5.0,5.0,0,0,0,0,0,0,0,0,356441,46477
scene_4,frame_060,60,/content/hackathon/processed/scene_4/frame_060.npz,/content/hackathon/cleaned/scene_4/frame_060.npz,11607.59375,7239.01123046875,10000.0,-86.02872467041016,321699,41449,87.12,-34.41921615600586,65.97835540771484,-13.52252774107397,5.0000269412994385,63.10143280029297,11.025673503314204,20.60098648071289,295.78253173828125,-137.93556213378906,191.60443115234375,-26.678424835205078,62.91828155517578,5.0,5.0,0,0,302,278,3597,3222,0,0,317800,37949
scene_4,frame_061,61,/content/hackathon/processed/scene_4/frame_061.npz,/content/hackathon/cleaned/scene_4/frame_061.npz,12414.7177734375,-113708.2265625,17616.244140625,143.15570068359375,312247,58519,81.26,-20.3144588470459,80.55071258544922,-9.371045017584043,5.000051975250244,65.65201950073242,9.385684433050544,18.85243034362793,289.8677673339844,-103.49922180175781,72.77167510986328,-12.008882522583008,91.3989028930664,5.0,5.0,1080,786,0,0,0,0,0,0,311167,57733
scene_4,frame_062,62,/content/hackathon/processed/scene_4/frame_062.npz,/content/hackathon/cleaned/scene_4/frame_062.npz,13712.9892578125,-86220.65625,17818.798828125,-156.1466827392578,276350,59140,78.6,-39.34663009643555,38.05276870727539,-24.656208906598835,5.000152587890625,79.59525299072266,9.981238970217774,31.144208908081055,265.5795593261719,-155.0050048828125,193.93569946289062,-30.560007095336914,95.0005874633789,5.0,5.0,1341,1089,0,0,0,0,0,0,275009,58051
scene_4,frame_063,63,/content/hackathon/processed/scene_4/frame_063.npz,/content/hackathon/cleaned/scene_4/frame_063.npz,13800.7548828125,-67662.09375,14756.943359375,-157.92410278320312,352590,9698,97.25,-14.044116020202637,90.60258483886719,-4.5998396820720355,5.000022888183594,44.16058349609375,13.837200301240113,49.65582275390625,258.73004150390625,-189.84512329101562,142.67027282714844,-1.069401502609253,92.86039733886719,5.0,5.0,3170,2416,0,0,0,0,0,0,349420,7282
scene_4,frame_064,64,/content/hackathon/processed/scene_4/frame_064.npz,/content/hackathon/cleaned/scene_4/frame_064.npz,15026.0068359375,-20593.39453125,15482.1240234375,100.69939422607422,165376,33495,79.75,-98.45378112792969,-5.35719633102417,-54.61683893430079,5.0001068115234375,58.93840980529785,9.904605090527046,66.37905883789062,288.8328857421875,-206.68931579589844,175.27001953125,-92.97152709960938,1.6807100772857666,5.0,5.0,0,0,916,471,1821,1187,0,0,162639,31837
scene_4,frame_065,65,/content/hackathon/processed/scene_4/frame_065.npz,/content/hackathon/cleaned/scene_4/frame_065.npz,15055.537109375,-27935.048828125,18526.455078125,96.85936737060547,105096,20291,80.69,-118.50880432128906,-11.391606330871582,-64.18370528613866,5.0003509521484375,57.77479553222656,9.892079440329274,98.20696258544922,279.0442810058594,-170.68148803710938,172.49476623535156,-109.0712661743164,-23.600723266601562,5.0,5.0,0,0,1082,390,990,567,0,0,103024,19334
scene_4,frame_066,66,/content/hackathon/processed/scene_4/frame_066.npz,/content/hackathon/cleaned/scene_4/frame_066.npz,16140.9453125,-101787.6640625,18964.220703125,-101.48934936523438,265761,38962,85.34,-40.767398834228516,42.662052154541016,-20.623755535956427,5.000087738037109,76.17355346679688,8.943983400751117,22.52397918701172,282.8710021972656,-199.84300231933594,147.5911865234375,-32.4280891418457,59.187965393066406,5.0,5.0,834,678,0,0,0,0,0,0,264927,38284
scene_4,frame_067,67,/content/hackathon/processed/scene_4/frame_067.npz,/content/hackathon/cleaned/scene_4/frame_067.npz,17964.048828125,-23226.6484375,17015.130859375,109.33624267578125,135057,26306,80.52,-106.76875305175781,-15.434548377990723,-62.762500349749075,5.0000457763671875,63.95636749267578,9.455113834712312,68.45954132080078,285.63494873046875,-194.98922729492188,171.22006225585938,-98.98387908935547,-8.46858024597168,5.0,5.0,0,0,813,466,826,477,0,0,133418,25363
scene_4,frame_068,68,/content/hackathon/processed/scene_4/frame_068.npz,/content/hackathon/cleaned/scene_4/frame_068.npz,18487.80859375,-124525.0078125,20392.146484375,154.50221252441406,185820,28293,84.77,-98.12969970703125,19.40658950805664,-32.816373089121875,5.000494003295898,64.40267181396484,16.750550662800926,35.1767463684082,283.0593566894531,-201.07176208496094,188.7696533203125,-89.22574615478516,38.36286544799805,5.0,5.0,13994,8492,0,0,0,0,0,0,171826,19801
scene_4,frame_069,69,/content/hackathon/processed/scene_4/frame_069.npz,/content/hackathon/cleaned/scene_4/frame_069.npz,20251.951171875,-63082.10546875,14725.9130859375,-154.03892517089844,304957,20723,93.2,-24.125722885131836,100.31590270996094,-8.8888702789298,5.000192642211914,64.7927360534668,9.16652633887084,5.014466762542725,278.5423889160156,-190.89776611328125,184.27706909179688,-18.09076499938965,121.95026397705078,5.0,5.0,1459,1077,0,0,0,0,0,0,303498,19646
scene_4,frame_070,70,/content/hackathon/processed/scene_4/frame_070.npz,/content/hackathon/cleaned/scene_4/frame_070.npz,21065.140625,-125869.9921875,20876.21875,179.222412109375,163941,15381,90.62,-111.01181030273438,-2.7709803581237793,-42.655049874500854,5.000251770019531,79.49807739257812,13.221625646829386,65.5233383178711,271.9431457519531,-130.94793701171875,133.0456085205078,-98.47225189208984,39.94329833984375,5.0,5.0,3372,2681,0,0,0,0,0,0,160569,12700
scene_4,frame_071,71,/content/hackathon/processed/scene_4/frame_071.npz,/content/hackathon/cleaned/scene_4/frame_071.npz,24312.677734375,-4475.02978515625,17227.28125,-162.43490600585938,119921,16864,85.94,-111.91049194335938,-15.489678382873535,-65.4427240136723,5.000194549560547,61.412269592285156,10.575274954654233,128.85498046875,287.02362060546875,-184.9111328125,157.6916046142578,-106.7396011352539,-10.739816665649414,5.0,5.0,0,0,137,121,1583,1098,0,0,118201,15645
scene_4,frame_072,72,/content/hackathon/processed/scene_4/frame_072.npz,/content/hackathon/cleaned/scene_4/frame_072.npz,26331.7734375,39231.10546875,10000.0,25.256195068359375,255149,29682,88.37,-48.064964294433594,3.3694958686828613,-30.42974676277827,5.000116348266602,108.31936264038086,14.02868348195171,69.0804672241211,292.868408203125,-186.20071411132812,176.3843231201172,-40.640541076660156,75.15232849121094,5.0,5.0,0,0,0,0,0,0,4500,3469,250649,26213
scene_4,frame_073,73,/content/hackathon/processed/scene_4/frame_073.npz,/content/hackathon/cleaned/scene_4/frame_073.npz,27277.8515625,22379.125,10000.0,-53.88554763793945,326564,88410,72.93,-29.239295959472656,84.83385467529297,-14.334703817220126,5.000078201293945,44.737003326416016,9.797913402875974,41.8862419128418,254.8792724609375,-135.765380859375,170.18203735351562,-24.194488525390625,117.20503234863281,5.0,5.0,0,0,0,0,0,0,1914,896,324650,87514
scene_4,frame_074,74,/content/hackathon/processed/scene_4/frame_074.npz,/content/hackathon/cleaned/scene_4/frame_074.npz,29602.390625,-135160.859375,22407.962890625,152.79074096679688,169860,24301,85.69,-91.4154052734375,7.270020008087158,-24.405250518050813,5.000524520874023,58.769004821777344,8.2666277742752,39.44613265991211,286.97149658203125,-102.68672180175781,188.03248596191406,-66.56017303466797,23.617958068847656,5.0,5.0,463,267,0,0,0,0,0,0,169397,24034
scene_4,frame_075,75,/content/hackathon/processed/scene_4/frame_075.npz,/content/hackathon/cleaned/scene_4/frame_075.npz,30225.40234375,19954.119140625,10000.0,-3.6632721424102783,284950,94755,66.75,-40.847869873046875,66.39234161376953,-20.194194917355187,5.000005602836609,79.1328125,11.039050281815642,26.526296615600586,291.8135986328125,-185.48233032226562,85.92411041259766,-35.394752502441406,77.6480484008789,5.0,5.0,0,0,0,0,0,0,5524,4380,279426,90375
scene_4,frame_076,76,/content/hackathon/processed/scene_4/frame_076.npz,/content/hackathon/cleaned/scene_4/frame_076.npz,32544.17578125,29134.240234375,10000.0,8.964818000793457,242343,41074,83.05,-46.498443603515625,59.66490173339844,-31.81094601785448,5.000795364379883,107.57948684692383,16.87591258277377,55.82215881347656,295.0324401855469,-154.3219451904297,175.72039794921875,-37.09553527832031,77.86143493652344,5.0,5.0,0,0,0,0,0,0,7350,6478,234993,34596
scene_4,frame_077,77,/content/hackathon/processed/scene_4/frame_077.npz,/content/hackathon/cleaned/scene_4/frame_077.npz,33598.44140625,28298.80078125,10000.0,52.99897003173828,253698,24885,90.19,-43.06081008911133,7.841772556304932,-32.04746805263483,5.001316070556641,79.83135604858398,27.04064199198468,91.14559173583984,291.2090759277344,-194.07730102539062,202.3498077392578,-35.00574493408203,44.30445861816406,5.0,5.0,0,0,0,0,0,0,11301,9845,242397,15040
scene_4,frame_078,78,/content/hackathon/processed/scene_4/frame_078.npz,/content/hackathon/cleaned/scene_4/frame_078.npz,34801.921875,-5219.62109375,12248.2255859375,47.39757537841797,270767,23490,91.32,-67.11056518554688,28.04791259765625,-23.438451270888486,5.00009822845459,74.52841567993164,17.76265806861891,35.90087127685547,272.1790466308594,-70.11105346679688,186.8961181640625,-50.6682243347168,50.346431732177734,5.0,5.0,0,0,0,0,0,0,6334,5457,264433,18033
scene_4,frame_079,79,/content/hackathon/processed/scene_4/frame_079.npz,/content/hackathon/cleaned/scene_4/frame_079.npz,38839.42578125,64948.578125,11850.6865234375,-51.20419692993164,224593,25108,88.82,-53.70243835449219,-8.580860137939453,-42.17875724417929,5.001293182373047,17.65736198425293,8.911634570268076,99.794921875,298.400390625,-197.0952911376953,157.21104431152344,-47.26553726196289,-5.015056610107422,5.0,5.0,0,0,0,0,0,0,0,0,224593,25108
scene_4,frame_080,80,/content/hackathon/processed/scene_4/frame_080.npz,/content/hackathon/cleaned/scene_4/frame_080.npz,41232.3828125,50543.265625,10000.0,0.23453867435455322,260585,47054,81.94,-33.917396545410156,12.599451065063477,-22.738535593697772,5.000042915344238,17.439139366149902,9.168722254739759,45.17808532714844,270.2093200683594,-128.19735717773438,144.83314514160156,-26.377689361572266,14.642416954040527,5.0,5.0,0,0,1,0,0,0,0,0,260584,47054
scene_4,frame_081,81,/content/hackathon/processed/scene_4/frame_081.npz,/content/hackathon/cleaned/scene_4/frame_081.npz,41825.20703125,49318.38671875,10000.0,8.384736061096191,259953,52170,79.93,-36.94657897949219,9.994173049926758,-22.964672524548156,5.000054836273193,17.509186029434204,9.599142093049462,37.82342529296875,276.4031066894531,-103.74046325683594,173.57957458496094,-26.431936264038086,14.449298858642578,5.0,5.0,0,0,2,0,0,0,0,0,259951,52170
scene_4,frame_082,82,/content/hackathon/processed/scene_4/frame_082.npz,/content/hackathon/cleaned/scene_4/frame_082.npz,42113.234375,45017.1875,10081.376953125,33.90951156616211,254938,44027,82.73,-37.28117370605469,6.463059425354004,-22.568288036443533,5.000508427619934,18.117987155914307,9.434609141173324,38.3087158203125,295.1653137207031,-87.1225357055664,138.52133178710938,-27.082332611083984,13.914214134216309,5.0,5.0,0,0,0,0,0,0,0,0,254938,44027
scene_4,frame_083,83,/content/hackathon/processed/scene_4/frame_083.npz,/content/hackathon/cleaned/scene_4/frame_083.npz,43873.83984375,28037.744140625,10000.0,73.87846374511719,285470,61245,78.55,-37.049068450927734,12.40560245513916,-25.548670174940963,5.000068664550781,56.386749267578125,19.92871867548691,48.15631103515625,298.1551208496094,-121.64816284179688,140.01609802246094,-29.450441360473633,34.46059799194336,5.0,5.0,0,0,0,0,0,0,39844,33372,245626,27873
scene_4,frame_084,84,/content/hackathon/processed/scene_4/frame_084.npz,/content/hackathon/cleaned/scene_4/frame_084.npz,46116.65625,54123.328125,10000.0,-39.66035079956055,264773,45263,82.9,-34.14854431152344,83.6335678100586,-22.761575402620313,5.0000457763671875,61.02900314331055,9.684939717006703,42.87645721435547,277.61566162109375,-101.10936737060547,182.1041717529297,-26.255931854248047,84.94341278076172,5.0,5.0,0,0,1,0,0,0,1228,584,263544,44679
scene_4,frame_085,85,/content/hackathon/processed/scene_4/frame_085.npz,/content/hackathon/cleaned/scene_4/frame_085.npz,48442.63671875,21387.880859375,10112.9853515625,-20.725847244262695,262554,38468,85.35,-48.50672149658203,29.44138526916504,-34.32650240384687,5.000592231750488,77.1285171508789,15.910585049116342,61.41657257080078,281.419677734375,-166.82566833496094,196.1442413330078,-42.6689567565918,39.355865478515625,5.0,5.0,0,0,161,77,0,0,9247,6783,253146,31608
scene_4,frame_086,86,/content/hackathon/processed/scene_4/frame_086.npz,/content/hackathon/cleaned/scene_4/frame_086.npz,52744.015625,33511.08203125,10000.0,97.85283660888672,257318,41157,84.01,-49.71291732788086,10.238457679748535,-17.066288245483214,5.000005722045898,17.041645050048828,8.226435634054067,-69.05677795410156,268.58111572265625,-187.3122100830078,84.43539428710938,-30.415283203125,13.752595901489258,5.0,5.0,0,0,0,0,0,0,229,0,257089,41157
scene_4,frame_087,87,/content/hackathon/processed/scene_4/frame_087.npz,/content/hackathon/cleaned/scene_4/frame_087.npz,54226.3125,38196.60546875,10904.9697265625,107.212890625,222985,35065,84.27,-51.83441925048828,-5.01300048828125,-26.177495462166252,5.000006675720215,17.903573036193848,9.08822485282454,28.88201141357422,290.029052734375,-170.01483154296875,86.96988677978516,-42.13016128540039,-1.3997433185577393,5.0,5.0,0,0,0,0,0,0,0,0,222985,35065
scene_4,frame_088,88,/content/hackathon/processed/scene_4/frame_088.npz,/content/hackathon/cleaned/scene_4/frame_088.npz,54850.97265625,23976.873046875,10000.0,126.73126983642578,248622,48948,80.31,-47.61576843261719,9.295533180236816,-29.570973426819936,5.000217437744141,81.03000259399414,17.438300146160508,68.03250885009766,293.5281982421875,-188.73153686523438,122.49398803710938,-37.82025146484375,45.08916473388672,5.0,5.0,0,0,0,0,0,0,10696,8943,237926,40005
scene_4,frame_089,89,/content/hackathon/processed/scene_4/frame_089.npz,/content/hackathon/cleaned/scene_4/frame_089.npz,57461.12890625,67690.984375,10000.0,-112.45458221435547,256054,16346,93.62,-33.40751266479492,10.739246368408203,-23.03281342477324,5.000521183013916,16.922412157058716,8.648345634924327,72.25435638427734,297.11785888671875,-148.9930419921875,142.76922607421875,-27.196130752563477,14.83802318572998,5.0,5.0,0,0,0,0,0,0,0,0,256054,16346
scene_4,frame_090,90,/content/hackathon/processed/scene_4/frame_090.npz,/content/hackathon/cleaned/scene_4/frame_090.npz,60126.0234375,35762.08203125,10608.9375,123.30608367919922,260271,46365,82.19,-51.99451446533203,28.327268600463867,-11.243975839655507,5.000033378601074,17.074166774749756,8.445166287824717,11.473135948181152,223.39633178710938,-217.77139282226562,98.96334838867188,-41.25154495239258,7.652784824371338,5.0,5.0,0,0,0,0,0,0,682,279,259589,46086
scene_4,frame_091,91,/content/hackathon/processed/scene_4/frame_091.npz,/content/hackathon/cleaned/scene_4/frame_091.npz,61021.0703125,32801.56640625,10000.0,-174.9261932373047,267965,76371,71.5,-45.96925354003906,28.711225509643555,-22.948894589730415,5.000127792358398,94.03326797485352,14.3786045254116,26.954187393188477,283.9994812011719,-198.97459411621094,138.60845947265625,-38.385704040527344,58.95712661743164,5.0,5.0,0,0,0,0,0,0,8825,8091,259140,68280
scene_4,frame_092,92,/content/hackathon/processed/scene_4/frame_092.npz,/content/hackathon/cleaned/scene_4/frame_092.npz,61939.05859375,23478.0078125,10000.0,147.32470703125,246464,45676,81.47,-44.68186950683594,33.6673469543457,-27.242111455128487,5.000720977783203,101.44457244873047,17.031165446263593,60.07146072387695,295.36199951171875,-184.80606079101562,115.29686737060547,-37.11289978027344,73.9842529296875,5.0,5.0,0,0,0,0,0,0,7174,6779,239290,38897
scene_4,frame_093,93,/content/hackathon/processed/scene_4/frame_093.npz,/content/hackathon/cleaned/scene_4/frame_093.npz,63893.70703125,24010.16796875,10000.0,152.48036193847656,275574,78135,71.65,-44.5193977355957,48.831817626953125,-28.20128190109238,5.000232696533203,118.29589462280273,30.05737944909577,60.115135192871094,286.95819091796875,-189.34207153320312,106.30258178710938,-37.63278579711914,83.27034759521484,5.0,5.0,0,0,0,0,0,0,45974,40145,229600,37990
scene_4,frame_094,94,/content/hackathon/processed/scene_4/frame_094.npz,/content/hackathon/cleaned/scene_4/frame_094.npz,64215.46484375,5428.53369140625,11214.6162109375,120.31563568115234,237285,40023,83.13,-59.52717971801758,15.229056358337402,-41.45364743179635,5.000347137451172,119.49894714355469,15.38377632924163,54.5030632019043,296.16925048828125,-172.40013122558594,187.33790588378906,-50.7089958190918,76.74433898925781,5.0,5.0,0,0,49,48,0,0,5583,4947,231653,35028
scene_4,frame_095,95,/content/hackathon/processed/scene_4/frame_095.npz,/content/hackathon/cleaned/scene_4/frame_095.npz,64572.26171875,21910.33984375,10000.0,-155.07444763183594,254109,49455,80.54,-46.75053024291992,30.558765411376953,-32.06823000511189,5.00013542175293,107.03877830505371,16.770402961184377,60.070884704589844,298.3077697753906,-191.9241943359375,204.9803009033203,-38.02780532836914,84.7579574584961,5.0,5.0,0,0,0,0,0,0,15725,11499,238384,37956
scene_4,frame_096,96,/content/hackathon/processed/scene_4/frame_096.npz,/content/hackathon/cleaned/scene_4/frame_096.npz,64735.3828125,51637.9140625,11512.6572265625,-175.78536987304688,215591,36538,83.05,-59.26697540283203,-10.377828598022461,-31.822812864693734,5.000633239746094,17.144969940185547,8.843365675031835,27.948165893554688,296.77972412109375,-165.28268432617188,143.69764709472656,-43.18476486206055,-3.6339681148529053,5.0,5.0,0,0,0,0,0,0,290,109,215301,36429
scene_4,frame_097,97,/content/hackathon/processed/scene_4/frame_097.npz,/content/hackathon/cleaned/scene_4/frame_097.npz,66756.6875,13874.921875,10000.0,156.4208526611328,272485,40299,85.21,-46.91346740722656,51.968116760253906,-32.062181766334966,5.000490188598633,111.31389617919922,16.285724639386046,60.9803466796875,294.0662536621094,-177.35411071777344,187.896484375,-37.85082244873047,76.82172393798828,5.0,5.0,0,0,0,0,0,0,8788,6695,263697,33604
scene_4,frame_098,98,/content/hackathon/processed/scene_4/frame_098.npz,/content/hackathon/cleaned/scene_4/frame_098.npz,67943.046875,49109.421875,11088.6767578125,-112.03125,241572,29796,87.67,-46.45607376098633,34.25229263305664,-16.287100121527033,5.0000386238098145,60.39925479888916,10.317106476865627,25.949235916137695,266.930419921875,-177.67723083496094,119.16656494140625,-38.42180252075195,80.50798797607422,5.0,5.0,0,0,83,27,0,0,4140,2126,237349,27643
scene_4,frame_099,99,/content/hackathon/processed/scene_4/frame_099.npz,/content/hackathon/cleaned/scene_4/frame_099.npz,70835.8671875,45946.10546875,10991.0869140625,167.22825622558594,243843,15488,93.65,-37.501747131347656,58.25056457519531,-15.588304987187634,5.001364231109619,17.249454498291016,8.6550576516277,51.975135803222656,276.05364990234375,-168.46266174316406,96.62850952148438,-29.635866165161133,58.990238189697266,5.0,5.0,0,0,0,0,0,0,624,45,243219,15443
scene_5,frame_000,0,/content/hackathon/processed/scene_5/frame_000.npz,/content/hackathon/cleaned/scene_5/frame_000.npz,-182005.3125,1741.6673583984375,24683.966796875,-55.38486099243164,265125,24582,90.73,-42.402870178222656,36.71071243286133,-13.931460157019162,2.0000476837158203,75.21517753601074,4.3051729583372085,22.302242279052734,207.09307861328125,-135.76524353027344,111.49303436279297,-30.023733139038086,61.55078887939453,2.0,5.0,2067,1825,0,0,0,0,0,0,263058,22757
scene_5,frame_001,1,/content/hackathon/processed/scene_5/frame_001.npz,/content/hackathon/cleaned/scene_5/frame_001.npz,-174793.328125,-25366.248046875,21410.841796875,76.75910949707031,304974,33347,89.07,-53.56218338012695,48.28873062133789,-8.445206647159232,2.00006103515625,52.86118173599243,6.7252431436890845,36.469234466552734,246.51841735839844,-86.1424789428711,275.6777038574219,-50.40578842163086,74.71593475341797,2.0,5.0,3671,3437,0,0,0,0,0,0,301303,29910
